name,starsCount,forksCount,watchersCount,createdAt,description,githubPage,ownedByOrg,owner,language,
sindresorhus/make-dir,474,22,11,2017-05-09,"Make a directory and its parents if needed - Think `mkdir -p`",https://github.com/sindresorhus/make-dir,False,sindresorhus,JavaScript,
JsCommunity/make-error,69,14,5,2014-10-08,"Make your own error types!",https://github.com/JsCommunity/make-error,True,JsCommunity,JavaScript,
wojtekmaj/make-event-props,9,2,3,2018-05-04,"Returns an object with on-event callback props curried with provided args.",https://github.com/wojtekmaj/make-event-props,False,wojtekmaj,TypeScript,
npm/make-fetch-happen,190,35,12,2019-06-26,"making fetch happen for npm",https://github.com/npm/make-fetch-happen,True,npm,JavaScript,
jonschlinkert/make-iterator,11,1,4,2014-09-30,"Convert an argument into a valid iterator. Based on the `.makeIterator()` implementation in mout https://github.com/mout/mout.",https://github.com/jonschlinkert/make-iterator,False,jonschlinkert,JavaScript,
jonschlinkert/make-iterator,11,1,4,2014-09-30,"Convert an argument into a valid iterator. Based on the `.makeIterator()` implementation in mout https://github.com/mout/mout.",https://github.com/jonschlinkert/make-iterator,False,jonschlinkert,JavaScript,
daaku/nodejs-makeerror,12,4,4,2011-07-24,"A library to make errors.",https://github.com/daaku/nodejs-makeerror,False,daaku,JavaScript,
daaku/nodejs-makeerror,12,4,4,2011-07-24,"A library to make errors.",https://github.com/daaku/nodejs-makeerror,False,daaku,JavaScript,
mwilliamson/mammoth.js,5008,545,71,2013-03-29,"Convert Word documents (.docx files) to HTML",https://github.com/mwilliamson/mammoth.js,False,mwilliamson,JavaScript,
icflorescu/mantine-contextmenu,128,6,4,2023-04-11,"Craft your applications for productivity and meet your users’ expectations by enhancing your Mantine-based UIs with a desktop-grade, lightweight yet fully-featured, dark-theme aware context-menu component, built by the creator of Mantine DataTable.",https://github.com/icflorescu/mantine-contextmenu,False,icflorescu,TypeScript,
KevinVandy/mantine-react-table,865,149,16,2022-12-25,"A fully featured Mantine V5 implementation of TanStack React Table V8, forked from Material React Table",https://github.com/KevinVandy/mantine-react-table,False,KevinVandy,TypeScript,
SamVerschueren/map-age-cleaner,18,2,3,2018-08-21,"Cleanup expired items in a Map",https://github.com/SamVerschueren/map-age-cleaner,False,SamVerschueren,TypeScript,
jonschlinkert/map-cache,20,7,3,2015-03-18,"Basic cache object for storing key-value pairs. Based on MapCache in Lo-dash 3.0",https://github.com/jonschlinkert/map-cache,False,jonschlinkert,JavaScript,
jonschlinkert/map-cache,20,7,3,2015-03-18,"Basic cache object for storing key-value pairs. Based on MapCache in Lo-dash 3.0",https://github.com/jonschlinkert/map-cache,False,jonschlinkert,JavaScript,
hughsk/map-limit,39,1,4,2014-02-07,"async.mapLimit's functionality available as a standalone npm module",https://github.com/hughsk/map-limit,False,hughsk,JavaScript,
sindresorhus/map-obj,204,42,6,2014-10-12,"Map object keys and values into a new object",https://github.com/sindresorhus/map-obj,False,sindresorhus,JavaScript,
dominictarr/map-stream,121,22,7,2012-08-18,None,https://github.com/dominictarr/map-stream,False,dominictarr,JavaScript,
jonschlinkert/map-visit,17,5,3,2015-07-04,"Map `visit` over an array of objects.",https://github.com/jonschlinkert/map-visit,False,jonschlinkert,JavaScript,
jonschlinkert/map-visit,17,5,3,2015-07-04,"Map `visit` over an array of objects.",https://github.com/jonschlinkert/map-visit,False,jonschlinkert,JavaScript,
mapbox/mapbox-gl-js,11203,2223,365,2013-03-07,"Interactive, thoroughly customizable maps in the browser, powered by vector tiles and WebGL",https://github.com/mapbox/mapbox-gl-js,True,mapbox,TypeScript,
wooorm/markdown-escapes,8,1,3,2016-07-16,"Legacy: list of escapable characters in markdown",https://github.com/wooorm/markdown-escapes,False,wooorm,JavaScript,
markdown-it/markdown-it,18277,1707,178,2014-12-19,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed",https://github.com/markdown-it/markdown-it,True,markdown-it,JavaScript,
valeriangalliat/markdown-it-anchor,293,73,8,2015-03-18,"A markdown-it plugin that adds an `id` attribute to headings and optionally permalinks.",https://github.com/valeriangalliat/markdown-it-anchor,False,valeriangalliat,JavaScript,
